Date,AAPL,GM,GOOG,PYPL,TSLA
2021-08-10,145.60000610351562,54.2599983215332,2761.929931640625,274.3699951171875,709.989990234375
2021-08-11,145.86000061035156,54.27000045776367,2753.7900390625,276.4100036621094,707.8200073242188
2021-08-12,148.88999938964844,54.619998931884766,2767.7900390625,274.5899963378906,722.25
2021-08-13,149.10000610351562,53.650001525878906,2768.1201171875,274.9100036621094,717.1699829101562
2021-08-16,151.1199951171875,52.95000076293945,2778.320068359375,278.2799987792969,686.1699829101562
2021-08-17,150.19000244140625,50.470001220703125,2746.010009765625,271.1000061035156,665.7100219726562
2021-08-18,146.36000061035156,50.84000015258789,2731.39990234375,268.8399963378906,688.989990234375
2021-08-19,146.6999969482422,49.08000183105469,2738.27001953125,270.5799865722656,673.469970703125
2021-08-20,148.19000244140625,48.79999923706055,2768.739990234375,272.9599914550781,680.260009765625
2021-08-23,149.7100067138672,48.18000030517578,2821.989990234375,276.9800109863281,706.2999877929688
2021-08-24,149.6199951171875,49.56999969482422,2847.969970703125,279.510009765625,708.489990234375
2021-08-25,148.36000061035156,49.70000076293945,2859.0,277.69000244140625,711.2000122070312
2021-08-26,147.5399932861328,48.619998931884766,2842.4599609375,273.6199951171875,701.1599731445312
2021-08-27,148.60000610351562,49.79999923706055,2891.010009765625,278.3299865722656,711.9199829101562
2021-08-30,153.1199951171875,49.16999816894531,2909.389892578125,288.4700012207031,730.9099731445312
2021-08-31,151.8300018310547,49.0099983215332,2909.239990234375,288.6600036621094,735.719970703125
2021-09-01,152.50999450683594,49.11000061035156,2916.840087890625,286.75,734.0900268554688
